timestamp,value
1626282330000,939968561934.0
1626282360000,939968561934.0
1626282390000,939968561934.0
1626282420000,939968561934.0
1626282450000,939968561934.0
1626282480000,939968561934.0
1626282510000,939968561934.0
1626282540000,939968561934.0
1626282570000,939968561934.0
1626282600000,939968561934.0
1626282630000,939968561934.0
1626282660000,939968561934.0
1626282690000,939968561934.0
1626282720000,939968561934.0
1626282750000,939968561934.0
1626282780000,939968561934.0
1626282810000,939968561934.0
1626282840000,939968561934.0
1626282870000,939968561934.0
1626282900000,939968561934.0
1626282930000,939968561934.0
1626282960000,939968629873.0
1626282990000,939968629873.0
1626283020000,939968700102.0
1626283050000,939968700102.0
1626283080000,939968700102.0
1626283110000,939968770718.0
1626283140000,939968770718.0
1626283170000,939968770718.0
1626283200000,939968770718.0
1626283230000,939968770718.0
1626283260000,939968770718.0
1626283290000,939968770718.0
1626283320000,939968770718.0
1626283350000,939968770718.0
1626283380000,939968770718.0
1626283410000,939968770718.0
1626283440000,939968770718.0
1626283470000,939968770718.0
1626283500000,939968770718.0
1626283530000,939968770718.0
1626283560000,939968770718.0
1626283590000,939968770718.0
1626283620000,939968770718.0
1626283650000,939968770718.0
1626283680000,939968770718.0
1626283710000,939968770718.0
1626283740000,939968770718.0
1626283770000,939968770718.0
1626283800000,939968770718.0
1626283830000,939968770718.0
1626283860000,939968770718.0
1626283890000,939968770718.0
1626283920000,939968770718.0
1626283950000,939968770718.0
1626283980000,940085431778.0
1626284010000,940454094874.0
1626284040000,940793100199.0
1626284070000,941093155000.0
1626284100000,941524769175.0
1626284130000,941901119383.0
1626284160000,942228637256.0
1626284190000,942533490873.0
1626284220000,942816706402.0
1626284250000,942844865355.0
1626284280000,942844865355.0
1626284310000,942844865355.0
1626284340000,942844865355.0
1626284370000,942844865355.0
1626284400000,942844865355.0
1626284430000,942844865355.0
1626284460000,942844865355.0
1626284490000,942844865355.0
1626284520000,942844865355.0
1626284550000,942844865355.0
1626284580000,942844865355.0
1626284610000,942844865355.0
1626284640000,942844865355.0
1626284670000,942939366513.0
1626284700000,943188119995.0
1626284730000,943336800592.0
1626284760000,943445568884.0
1626284790000,943679238153.0
1626284820000,944048300530.0
1626284850000,944396642839.0
1626284880000,944561907610.0
1626284910000,944729750474.0
1626284940000,944981994769.0
1626284970000,945478011224.0
1626285000000,945932500423.0
1626285030000,946345770220.0
1626285060000,946727603201.0
1626285090000,947239472529.0
1626285120000,947583297814.0
1626285150000,947818952675.0
1626285180000,948045351884.0
1626285210000,948360942587.0
1626285240000,948549710188.0
1626285270000,948650975230.0
1626285300000,948736124882.0
1626285330000,948861787573.0
1626285360000,949208120294.0
1626285390000,949366850301.0
1626285420000,949637689712.0
1626285450000,949870371775.0
1626285480000,949870371775.0
1626285510000,949870371775.0
1626285540000,949870371775.0
1626285570000,949870371775.0
1626285600000,949870371775.0
1626285630000,949870371775.0
1626285660000,949870371775.0
1626285690000,949870371775.0
1626285720000,949870371775.0
1626285750000,949870371775.0
1626285780000,949870371775.0
1626285810000,949870371775.0
1626285840000,949870371775.0
1626285870000,949870371775.0
1626285900000,949870371775.0
1626285930000,949870371775.0
1626285960000,949870371775.0
1626285990000,949870371775.0
1626286020000,949870371775.0
1626286050000,949870371775.0
1626286080000,949870371775.0
1626286110000,949870371775.0
1626286140000,949870371775.0
1626286170000,949870371775.0
1626286200000,949960200573.0
1626286230000,950090167265.0
1626286260000,950504863425.0
1626286290000,950909549557.0
1626286320000,951177110859.0
1626286350000,951526917144.0
1626286380000,952005461900.0
1626286410000,952349228030.0
1626286440000,952979943057.0
1626286470000,953314677696.0
1626286500000,953511596241.0
1626286530000,953713873937.0
1626286560000,953849434264.0
1626286590000,954000520452.0
1626286620000,954268959318.0
1626286650000,954363788736.0
1626286680000,954668147688.0
1626286710000,954925283311.0
1626286740000,955329455255.0
1626286770000,955676725923.0
1626286800000,955889290235.0
1626286830000,956430663131.0
1626286860000,956869619043.0
1626286890000,957259457297.0
1626286920000,957849775043.0
1626286950000,958336409960.0
1626286980000,958778773044.0
1626287010000,959395268545.0
1626287040000,959765171464.0
1626287070000,960158921789.0
1626287100000,960556137179.0
1626287130000,960842371229.0
1626287160000,961398627074.0
1626287190000,961753515089.0
1626287220000,961823617783.0
1626287250000,961823617783.0
1626287280000,961823617783.0
1626287310000,961823617783.0
1626287340000,961823617783.0
1626287370000,961823617783.0
1626287400000,961823617783.0
1626287430000,961823617783.0
1626287460000,961823617783.0
1626287490000,961823617783.0
1626287520000,961823617783.0
1626287550000,961823617783.0
1626287580000,961823617783.0
1626287610000,961823617783.0
1626287640000,961823617783.0
1626287670000,961857917586.0
1626287700000,962119847551.0
1626287730000,962430409071.0
1626287760000,962776604882.0
1626287790000,963099266381.0
1626287820000,963438961402.0
1626287850000,963587588197.0
1626287880000,963701292016.0
1626287910000,963704536272.0
1626287940000,963704536272.0
1626287970000,963704536272.0
1626288000000,963704536272.0
1626288030000,963704536272.0
1626288060000,963704536272.0
1626288090000,963704536272.0
1626288120000,963704536272.0
1626288150000,963704536272.0
1626288180000,963704536272.0
1626288210000,963704536272.0
1626288240000,963704536272.0
1626288270000,963923075665.0
1626288300000,964077995177.0
1626288330000,964288900631.0
1626288360000,964782319956.0
1626288390000,964985070700.0
1626288420000,965293911961.0
1626288450000,966050567037.0
1626288480000,966586883793.0
1626288510000,967112281514.0
1626288540000,967397605854.0
1626288570000,967560567898.0
1626288600000,967591181389.0
1626288630000,967591181389.0
1626288660000,967591181389.0
1626288690000,967591181389.0
1626288720000,967591181389.0
1626288750000,967591181389.0
1626288780000,967591181389.0
1626288810000,967591181389.0
1626288840000,967591181389.0
1626288870000,967591181389.0
1626288900000,967591181389.0
1626288930000,967591181389.0
1626288960000,967591181389.0
1626288990000,967591181389.0
1626289020000,967591181389.0
1626289050000,967591181389.0
1626289080000,967591181389.0
1626289110000,967591181389.0
1626289140000,967591181389.0
1626289170000,967591250115.0
1626289200000,967591250115.0
1626289230000,967591250115.0
1626289260000,967591250115.0
1626289290000,967591250115.0
1626289320000,967591250115.0
1626289350000,967591250115.0
1626289380000,967591250115.0
1626289410000,967591250115.0
1626289440000,967591250115.0
1626289470000,967591250115.0
1626289500000,967591250115.0
1626289530000,967591250115.0
1626289560000,967591250115.0
1626289590000,967591250115.0
1626289620000,967591250115.0
1626289650000,967591250115.0
1626289680000,967591250115.0
1626289710000,967591250115.0
1626289740000,967591250115.0
1626289770000,967591250115.0
1626289800000,967591250115.0
1626289830000,967591319865.0
1626289860000,967591396172.0
1626289890000,967591396172.0
1626289920000,967591396172.0
1626289950000,967669513199.0
1626289980000,967669513199.0
1626290010000,967669725822.0
1626290040000,967669725822.0
1626290070000,967669725822.0
1626290100000,967669725822.0
1626290130000,967669725822.0
1626290160000,967669725822.0
1626290190000,967669725822.0
1626290220000,967669725822.0
1626290250000,967669725822.0
1626290280000,967669725822.0
1626290310000,967669791863.0
1626290340000,967669791863.0
1626290370000,967669791863.0
1626290400000,967669791863.0
1626290430000,967669791863.0
1626290460000,967669791863.0
1626290490000,967669791863.0
1626290520000,967669791863.0
1626290550000,967669791863.0
1626290580000,967669791863.0
1626290610000,967669791863.0
1626290640000,967669791863.0
1626290670000,967669791863.0
1626290700000,967669791863.0
1626290730000,967669791863.0
1626290760000,967669791863.0
1626290790000,967669791863.0
1626290820000,967669791863.0
1626290850000,967669791863.0
1626290880000,967669791863.0
1626290910000,967669791863.0
1626290940000,967787560974.0
1626290970000,968006180619.0
1626291000000,968165682898.0
1626291030000,968336890906.0
1626291060000,968650899379.0
1626291090000,968872005521.0
1626291120000,969138135301.0
1626291150000,969479958600.0
1626291180000,969826118165.0
1626291210000,970070713392.0
1626291240000,970539211953.0
1626291270000,970914660337.0
1626291300000,971026129728.0
1626291330000,971026129728.0
1626291360000,971026129728.0
1626291390000,971026129728.0
1626291420000,971026129728.0
1626291450000,971026129728.0
1626291480000,971026129728.0
1626291510000,971026129728.0
1626291540000,971026129728.0
1626291570000,971026129728.0
1626291600000,971026129728.0
1626291630000,971061374886.0
1626291660000,971307382898.0
1626291690000,971517498647.0
1626291720000,971734005271.0
1626291750000,972017943468.0
1626291780000,972181121255.0
1626291810000,972255777138.0
1626291840000,972298263318.0
1626291870000,972298263318.0
1626291900000,972298263318.0
1626291930000,972298263318.0
1626291960000,972298263318.0
1626291990000,972298263318.0
1626292020000,972298263318.0
1626292050000,972298263318.0
1626292080000,972298263318.0
1626292110000,972298263318.0
1626292140000,972360495881.0
1626292170000,972569432161.0
1626292200000,972715056557.0
1626292230000,973105878210.0
1626292260000,973570526008.0
1626292290000,973765980053.0
1626292320000,973789511534.0
1626292350000,973789511534.0
1626292380000,973789511534.0
1626292410000,973905448941.0
1626292440000,974344733686.0
1626292470000,974738386081.0
1626292500000,975077169000.0
1626292530000,975542483197.0
1626292560000,976042043932.0
1626292590000,976416637016.0
1626292620000,977110147807.0
1626292650000,977684747639.0
1626292680000,978340964645.0
1626292710000,978923310681.0
1626292740000,979535309922.0
1626292770000,979958085687.0
1626292800000,980330447403.0
1626292830000,980696288074.0
1626292860000,980850877863.0
1626292890000,980958034084.0
1626292920000,981238266365.0
1626292950000,981320884424.0
1626292980000,981428571450.0
1626293010000,981631233864.0
1626293040000,981775523840.0
1626293070000,981807476370.0
1626293100000,981905111972.0
1626293130000,982048815475.0
1626293160000,982314767594.0
1626293190000,982485558574.0
1626293220000,982789115874.0
1626293250000,983006698247.0
1626293280000,983423335303.0
1626293310000,983815346619.0
1626293340000,984032013226.0
1626293370000,984411332907.0
1626293400000,984656807501.0
1626293430000,984656807501.0
1626293460000,984656807501.0
1626293490000,984656807501.0
1626293520000,984656807501.0
1626293550000,984656807501.0
1626293580000,984656807501.0
1626293610000,984656807501.0
1626293640000,984656807501.0
1626293670000,984656807501.0
1626293700000,984656807501.0
1626293730000,984656807501.0
1626293760000,984656807501.0
1626293790000,984656807501.0
1626293820000,984656807501.0
1626293850000,984656807501.0
1626293880000,984656807501.0
1626293910000,984656807501.0
1626293940000,984656807501.0
1626293970000,984656807501.0
1626294000000,984656807501.0
1626294030000,984656807501.0
1626294060000,984656807501.0
1626294090000,985005931692.0
1626294120000,985245558911.0
1626294150000,985468719935.0
1626294180000,985774435794.0
1626294210000,985888027703.0
1626294240000,985998559963.0
1626294270000,986035846836.0
1626294300000,986035846836.0
1626294330000,986035846836.0
1626294360000,986075942295.0
1626294390000,986341931026.0
1626294420000,986469685491.0
1626294450000,986541633753.0
1626294480000,986741079460.0
1626294510000,986779138860.0
1626294540000,986779138860.0
1626294570000,986779138860.0
1626294600000,986779138860.0
1626294630000,986779138860.0
1626294660000,986779138860.0
1626294690000,986779138860.0
1626294720000,986779138860.0
1626294750000,986779138860.0
1626294780000,986779138860.0
1626294810000,986779138860.0
1626294840000,986945411334.0
1626294870000,987206991325.0
1626294900000,987607117720.0
1626294930000,987877941810.0
1626294960000,988406874532.0
1626294990000,988923378807.0
1626295020000,989402228787.0
1626295050000,989619220216.0
1626295080000,989773757577.0
1626295110000,989975786681.0
1626295140000,990192096910.0
1626295170000,990400194662.0
1626295200000,990964200063.0
1626295230000,991360708679.0
1626295260000,991690984207.0
1626295290000,991944541314.0
1626295320000,992096538472.0
1626295350000,992228002247.0
1626295380000,992386493404.0
1626295410000,992480678949.0
1626295440000,992480678949.0
1626295470000,992480678949.0
1626295500000,992480678949.0
1626295530000,992480678949.0
1626295560000,992480678949.0
1626295590000,992480678949.0
1626295620000,992480678949.0
1626295650000,992480678949.0
1626295680000,992480678949.0
1626295710000,992480678949.0
1626295740000,992480678949.0
1626295770000,992480678949.0
1626295800000,992480678949.0
1626295830000,992480678949.0
1626295860000,992480678949.0
1626295890000,992480678949.0
1626295920000,992480678949.0
1626295950000,992480678949.0
1626295980000,992480678949.0
1626296010000,992480678949.0
1626296040000,992480678949.0
1626296070000,992480678949.0
1626296100000,992480678949.0
1626296130000,992584797283.0
1626296160000,992979860862.0
1626296190000,993204693777.0
1626296220000,993207097196.0
1626296250000,993207097196.0
1626296280000,993207097196.0
1626296310000,993207097196.0
1626296340000,993207097196.0
1626296370000,993207097196.0
1626296400000,993229993711.0
1626296430000,993432999639.0
1626296460000,993849970963.0
1626296490000,994184581240.0
1626296520000,994634556704.0
1626296550000,995182486244.0
1626296580000,995518049803.0
1626296610000,995606982283.0
1626296640000,995606982283.0
1626296670000,995606982283.0
1626296700000,995606982283.0
1626296730000,995606982283.0
1626296760000,995606982283.0
1626296790000,995606982283.0
1626296820000,995606982283.0
1626296850000,995606982283.0
1626296880000,995606982283.0
1626296910000,995606982283.0
1626296940000,995711111441.0
1626296970000,995847495458.0
1626297000000,996044672293.0
1626297030000,996365170671.0
1626297060000,996753002736.0
1626297090000,997179451449.0
1626297120000,997417128348.0
1626297150000,997417128348.0
1626297180000,997417128348.0
1626297210000,997417128348.0
1626297240000,997586618230.0
1626297270000,997933451160.0
1626297300000,997933451160.0
1626297330000,997933451160.0
1626297360000,997933451160.0
1626297390000,997933451160.0
1626297420000,997933451160.0
1626297450000,997933451160.0
1626297480000,997933451160.0
1626297510000,997933451160.0
1626297540000,997933451160.0
1626297570000,997933451160.0
1626297600000,997933451160.0
1626297630000,997933451160.0
1626297660000,997933451160.0
1626297690000,997933451160.0
1626297720000,997933451160.0
1626297750000,997933451160.0
1626297780000,997933451160.0
1626297810000,997933451160.0
1626297840000,997933451160.0
1626297870000,997933451160.0
1626297900000,997933451160.0
1626297930000,997933451160.0
1626297960000,998037304763.0
1626297990000,998182214964.0
1626298020000,998465042309.0
1626298050000,998880692589.0
1626298080000,998981279916.0
1626298110000,999491594529.0
1626298140000,999852813059.0
1626298170000,999987298547.0
1626298200000,1000502897422.0
1626298230000,1000889667920.0
1626298260000,1001072115682.0
1626298290000,1001450583284.0
1626298320000,1001519287752.0
1626298350000,1001629725520.0
1626298380000,1001629725520.0
1626298410000,1001629725520.0
1626298440000,1001629725520.0
1626298470000,1001629725520.0
1626298500000,1001629725520.0
1626298530000,1001699585886.0
1626298560000,1001777721025.0
1626298590000,1001958877626.0
1626298620000,1002069812235.0
1626298650000,1002441904898.0
1626298680000,1002803982899.0
1626298710000,1003108982152.0
1626298740000,1003363956439.0
1626298770000,1003581761709.0
1626298800000,1003748572221.0
1626298830000,1003748572221.0
1626298860000,1003748572221.0
1626298890000,1003748572221.0
1626298920000,1003748572221.0
1626298950000,1003748572221.0
1626298980000,1003748572221.0
1626299010000,1003748572221.0
1626299040000,1003748572221.0
1626299070000,1003844712990.0
1626299100000,1004140662417.0
1626299130000,1004516938203.0
1626299160000,1004762418860.0
1626299190000,1004918996102.0
1626299220000,1004946911152.0
1626299250000,1004946911152.0
1626299280000,1004946911152.0
1626299310000,1004946911152.0
1626299340000,1004946911152.0
1626299370000,1004946911152.0
1626299400000,1004946911152.0
1626299430000,1004946911152.0
1626299460000,1005029651034.0
1626299490000,1005215754359.0
1626299520000,1005406856266.0
1626299550000,1005517205278.0
1626299580000,1005645960723.0
1626299610000,1005687809484.0
1626299640000,1005687809484.0
1626299670000,1005687809484.0
1626299700000,1005687809484.0
1626299730000,1005687809484.0
1626299760000,1005687809484.0
1626299790000,1005687809484.0
1626299820000,1005687809484.0
1626299850000,1005687809484.0
1626299880000,1005687809484.0
1626299910000,1005687809484.0
1626299940000,1005687809484.0
1626299970000,1005687809484.0
1626300000000,1005687809484.0
1626300030000,1005687809484.0
1626300060000,1005687809484.0
1626300090000,1005687809484.0
1626300120000,1005687809484.0
1626300150000,1005687809484.0
1626300180000,1005687809484.0
1626300210000,1005687809484.0
1626300240000,1005687809484.0
1626300270000,1005687809484.0
1626300300000,1005687809484.0
1626300330000,1005687809484.0
1626300360000,1005687809484.0
1626300390000,1005687809484.0
1626300420000,1005687809484.0
1626300450000,1005687809484.0
1626300480000,1005687809484.0
1626300510000,1005687809484.0
1626300540000,1005749369783.0
1626300570000,1005923812948.0
1626300600000,1006408523387.0
1626300630000,1006738859440.0
1626300660000,1007079222564.0
1626300690000,1007449173166.0
1626300720000,1007953261541.0
1626300750000,1008353798920.0
1626300780000,1008782602044.0
1626300810000,1009335022873.0
1626300840000,1009655502177.0
1626300870000,1010175236738.0
1626300900000,1010455688728.0
1626300930000,1010891684647.0
1626300960000,1011356203408.0
1626300990000,1011717598217.0
1626301020000,1012076215246.0
1626301050000,1012446952622.0
1626301080000,1012648545586.0
1626301110000,1012834504962.0
1626301140000,1012929215525.0
1626301170000,1013077452841.0
1626301200000,1013385770161.0
1626301230000,1013606906650.0
1626301260000,1013746285186.0
1626301290000,1013948954255.0
1626301320000,1013951873842.0
1626301350000,1013951873842.0
1626301380000,1013951873842.0
1626301410000,1013951873842.0
1626301440000,1013951873842.0
1626301470000,1013951873842.0
1626301500000,1013951873842.0
1626301530000,1013951942324.0
1626301560000,1013951942324.0
1626301590000,1013951942324.0
1626301620000,1013951942324.0
1626301650000,1013951942324.0
1626301680000,1013951942324.0
1626301710000,1013951942324.0
1626301740000,1013951942324.0
1626301770000,1013951942324.0
1626301800000,1014125583689.0
1626301830000,1014271012484.0
1626301860000,1014394752514.0
1626301890000,1014637988793.0
1626301920000,1014832019681.0
1626301950000,1015249351075.0
1626301980000,1015359279354.0
1626302010000,1015633041177.0
1626302040000,1015864897641.0
1626302070000,1016110050027.0
1626302100000,1016660532594.0
1626302130000,1016903813801.0
1626302160000,1017307204914.0
1626302190000,1017423219646.0
1626302220000,1017508780417.0
1626302250000,1017583250984.0
1626302280000,1017583250984.0
1626302310000,1017583250984.0
1626302340000,1017583250984.0
1626302370000,1017583250984.0
1626302400000,1017583250984.0
1626302430000,1017583250984.0
1626302460000,1017583250984.0
1626302490000,1017583250984.0
1626302520000,1017583250984.0
1626302550000,1017583250984.0
1626302580000,1017583250984.0
1626302610000,1017583250984.0
1626302640000,1017583250984.0
1626302670000,1017583250984.0
1626302700000,1017583250984.0
1626302730000,1017583250984.0
1626302760000,1017583250984.0
1626302790000,1017583355386.0
1626302820000,1017686301279.0
1626302850000,1017761057849.0
1626302880000,1017823526223.0
1626302910000,1018106078368.0
1626302940000,1018457939710.0
1626302970000,1018598209792.0
1626303000000,1018793413766.0
1626303030000,1019093785982.0
1626303060000,1019418554106.0
1626303090000,1019664588463.0
1626303120000,1020045102359.0
1626303150000,1020237378150.0
1626303180000,1020459095308.0
1626303210000,1020764615307.0
1626303240000,1020978644902.0
1626303270000,1021227500197.0
1626303300000,1021638040638.0
1626303330000,1022012824038.0
1626303360000,1022313140942.0
1626303390000,1022868190416.0
1626303420000,1022871933677.0
1626303450000,1022871933677.0
1626303480000,1022871933677.0
1626303510000,1022871933677.0
1626303540000,1022871933677.0
1626303570000,1022871933677.0
1626303600000,1023051743428.0
1626303630000,1023202905541.0
1626303660000,1023402916398.0
1626303690000,1023403746005.0
1626303720000,1023403746005.0
1626303750000,1023403746005.0
1626303780000,1023403746005.0
1626303810000,1023403746005.0
1626303840000,1023403746005.0
1626303870000,1023403746005.0
1626303900000,1023403746005.0
1626303930000,1023403746005.0
1626303960000,1023403746005.0
1626303990000,1023556779443.0
1626304020000,1023838868182.0
1626304050000,1024236943390.0
1626304080000,1024512089007.0
1626304110000,1024927998252.0
1626304140000,1025248456616.0
1626304170000,1025355054278.0
1626304200000,1025355054278.0
1626304230000,1025355054278.0
1626304260000,1025355054278.0
1626304290000,1025355054278.0
1626304320000,1025355054278.0
1626304350000,1025355054278.0
1626304380000,1025355054278.0
1626304410000,1025355054278.0
1626304440000,1025355054278.0
1626304470000,1025355054278.0
1626304500000,1025355054278.0
1626304530000,1025355054278.0
1626304560000,1025355054278.0
1626304590000,1025355054278.0
1626304620000,1025355054278.0
1626304650000,1025355054278.0
1626304680000,1025355054278.0
1626304710000,1025355054278.0
1626304740000,1025355054278.0
1626304770000,1025355054278.0
1626304800000,1025355054278.0
1626304830000,1025355054278.0
1626304860000,1025355054278.0
1626304890000,1025355054278.0
1626304920000,1025355054278.0
1626304950000,1025355054278.0
1626304980000,1025355054278.0
1626305010000,1025355054278.0
1626305040000,1025355054278.0
1626305070000,1025355054278.0
1626305100000,1025355120205.0
1626305130000,1025355120205.0
1626305160000,1025355120205.0
1626305190000,1025355120205.0
1626305220000,1025355120205.0
1626305250000,1025355120205.0
1626305280000,1025387130035.0
1626305310000,1025595433736.0
1626305340000,1025776129248.0
1626305370000,1026029915950.0
1626305400000,1026300054842.0
1626305430000,1026448589058.0
1626305460000,1026896752347.0
1626305490000,1027029441661.0
1626305520000,1027270789682.0
1626305550000,1027397747357.0
1626305580000,1027470530361.0
1626305610000,1027629613276.0
1626305640000,1027764283280.0
1626305670000,1027802504919.0
1626305700000,1027802504919.0
1626305730000,1027802504919.0
1626305760000,1027802504919.0
1626305790000,1028007395854.0
1626305820000,1028045313724.0
1626305850000,1028298684418.0
1626305880000,1028695830650.0
1626305910000,1029042909877.0
1626305940000,1029295277132.0
1626305970000,1029530518027.0
1626306000000,1029772848427.0
1626306030000,1029941438775.0
1626306060000,1030168628758.0
1626306090000,1030641011553.0
1626306120000,1031176400687.0
1626306150000,1031527506888.0
1626306180000,1032047503601.0
1626306210000,1032383176866.0
1626306240000,1032908462812.0
1626306270000,1033484601437.0
1626306300000,1033800142506.0
1626306330000,1034376601176.0
1626306360000,1034828843850.0
1626306390000,1035278166389.0
1626306420000,1035663122847.0
1626306450000,1036066455821.0
1626306480000,1036516176752.0
1626306510000,1036820168636.0
1626306540000,1037106192507.0
1626306570000,1037348484426.0
1626306600000,1037459184778.0
1626306630000,1037640486228.0
1626306660000,1037744708062.0
1626306690000,1037744708062.0
1626306720000,1037744708062.0
1626306750000,1037744708062.0
1626306780000,1037829572527.0
1626306810000,1038203148798.0
1626306840000,1038674859652.0
1626306870000,1039029626219.0
1626306900000,1039320638190.0
1626306930000,1039616123102.0
1626306960000,1039892890550.0
1626306990000,1040114604678.0
1626307020000,1040341234163.0
1626307050000,1040475846556.0
1626307080000,1040688392993.0
1626307110000,1040956556356.0
1626307140000,1041257509126.0
1626307170000,1041479458983.0
1626307200000,1041795208934.0
1626307230000,1042373478060.0
1626307260000,1042651388446.0
1626307290000,1043015611551.0
1626307320000,1043463868991.0
1626307350000,1043788547238.0
1626307380000,1044102618060.0
1626307410000,1044163181180.0
1626307440000,1044163181180.0
1626307470000,1044163181180.0
1626307500000,1044163181180.0
1626307530000,1044163181180.0
1626307560000,1044163181180.0
1626307590000,1044163181180.0
1626307620000,1044163181180.0
1626307650000,1044163181180.0
1626307680000,1044163181180.0
1626307710000,1044163181180.0
1626307740000,1044163181180.0
1626307770000,1044163181180.0
1626307800000,1044163181180.0
1626307830000,1044163181180.0
1626307860000,1044163181180.0
1626307890000,1044163181180.0
1626307920000,1044163181180.0
1626307950000,1044163181180.0
1626307980000,1044163181180.0
1626308010000,1044163181180.0
1626308040000,1044163181180.0
1626308070000,1044310769434.0
1626308100000,1044543898943.0
1626308130000,1044900110279.0
1626308160000,1045216780736.0
1626308190000,1045442415842.0
1626308220000,1045745840762.0
1626308250000,1046043785330.0
1626308280000,1046143970366.0
1626308310000,1046154174630.0
1626308340000,1046154174630.0
1626308370000,1046154174630.0
1626308400000,1046253556877.0
1626308430000,1046296326318.0
1626308460000,1046492008360.0
1626308490000,1046631934657.0
1626308520000,1046772170626.0
1626308550000,1046772170626.0
1626308580000,1046772170626.0
1626308610000,1046772170626.0
1626308640000,1046772170626.0
1626308670000,1046772170626.0
1626308700000,1046772170626.0
1626308730000,1046772170626.0
1626308760000,1046772170626.0
1626308790000,1046772170626.0
1626308820000,1046772170626.0
1626308850000,1046772170626.0
1626308880000,1046772170626.0
1626308910000,1046772170626.0
1626308940000,1046772170626.0
1626308970000,1046772170626.0
1626309000000,1046772170626.0
1626309030000,1046772170626.0
1626309060000,1046772170626.0
1626309090000,1046772170626.0
1626309120000,1046772170626.0
1626309150000,1046772170626.0
1626309180000,1046772170626.0
1626309210000,1046772170626.0
1626309240000,1046772170626.0
1626309270000,1046772170626.0
1626309300000,1046772170626.0
1626309330000,1046772170626.0
1626309360000,1046772170626.0
1626309390000,1046772170626.0
1626309420000,1046772170626.0
1626309450000,1046772170626.0
1626309480000,1046772170626.0
1626309510000,1047048694247.0
1626309540000,1047118865537.0
1626309570000,1047118865537.0
1626309600000,1047118865537.0
1626309630000,1047118865537.0
1626309660000,1047118865537.0
1626309690000,1047293564541.0
1626309720000,1047564689810.0
1626309750000,1047721402667.0
